ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5036492,1,1,0,0,0,0,0,1,3,36,157500,33.58316735,9.232222428,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5036496,1,0,0,1,0,0,0,1,3,25,202500,43.7243749,3.48535562,Commercial associate,Higher education,Married,House / apartment,Managers,0
5036498,1,1,0,1,1,0,0,0,2,20,540000,39.26706229,3.737243065,Commercial associate,Incomplete higher,Married,House / apartment,Managers,0
5036499,0,1,0,0,1,1,0,0,2,17,225000,39.95701486,7.31842543,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
5036501,1,0,0,0,0,0,0,2,4,7,315000,44.9728605,0.736496985,Commercial associate,Higher education,Married,House / apartment,Managers,1
5036503,0,1,0,0,1,0,0,1,2,49,450000,30.43183638,3.48535562,Working,Higher education,Single / not married,House / apartment,Managers,0
5036504,0,1,0,1,0,0,0,0,2,6,112500,32.09100803,0.48460954,Working,Higher education,Civil marriage,House / apartment,Accountants,0
5036508,0,0,0,1,0,0,0,0,2,24,234135,34.47846294,6.401226582,Commercial associate,Higher education,Married,House / apartment,Managers,1
5036509,0,1,0,0,0,0,0,0,2,45,202500,41.23287953,0.982908616,Commercial associate,Higher education,Married,House / apartment,Other,0
5036511,0,1,0,1,1,0,0,0,1,3,270000,26.5303189,7.570312874,Working,Incomplete higher,Single / not married,With parents,Managers,0
5036513,0,1,0,1,0,0,0,0,1,29,247500,56.04769434,24.89852632,Commercial associate,Higher education,Separated,House / apartment,Accountants,0
5036514,1,0,0,0,0,0,1,0,2,12,126000,55.54665736,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036515,1,1,0,1,1,0,0,2,4,4,450000,35.71599691,3.318343292,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5036516,1,1,0,1,0,0,0,1,3,26,112500,47.08104889,4.402554467,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5036517,0,0,0,1,1,0,0,4,6,8,171000,33.61328432,5.317015408,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0
5036518,0,0,0,0,0,0,0,1,3,12,180000,37.9419153,7.151413102,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036519,1,1,0,1,0,0,0,2,4,13,360000,28.5645838,3.233468175,Working,Incomplete higher,Married,House / apartment,Other,1
5036520,0,0,0,0,0,0,0,0,2,14,180000,30.67003429,8.065874043,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5036521,0,0,0,0,0,0,1,0,1,51,112500,56.41731179,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5036523,1,0,0,1,0,0,0,0,2,39,180000,28.40304729,3.983654695,State servant,Secondary / secondary special,Married,Office apartment,Managers,0
5036524,1,0,0,0,1,0,0,2,4,28,166500,37.39159599,11.48551989,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5036525,0,0,0,1,1,0,0,0,2,5,117000,56.63908225,12.1508313,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5036527,1,1,0,1,0,0,0,1,3,32,135000,27.42287658,2.568156773,Working,Higher education,Married,House / apartment,Laborers,0
5036530,1,1,0,1,0,1,0,3,5,55,225000,38.08154856,0.898033498,Working,Higher education,Married,House / apartment,High skill tech staff,0
5036531,0,1,0,1,0,0,0,0,2,32,315000,25.15315167,0.317597213,Commercial associate,Incomplete higher,Married,With parents,Core staff,0
5036532,0,0,0,0,0,0,1,0,2,52,225000,66.41888608,0,Pensioner,Higher education,Married,House / apartment,Other,0
5036534,1,1,0,0,1,0,0,0,2,12,202500,62.72271162,7.066537985,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5036536,0,0,0,0,0,0,1,0,2,23,67500,54.28995804,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036538,0,0,0,1,0,1,0,0,1,16,216000,30.68372383,7.233550312,State servant,Secondary / secondary special,Separated,House / apartment,Core staff,0
5036539,0,0,0,1,1,0,0,0,2,16,157500,55.86699248,13.81274085,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,0
5036540,0,0,0,1,1,0,0,1,3,51,117000,33.42163083,11.48551989,Working,Higher education,Married,House / apartment,Core staff,1
5036541,1,1,0,1,1,0,0,0,2,11,85500,53.4521585,5.065127963,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5036542,1,1,0,0,0,0,0,2,4,41,180000,39.39848183,17.48427415,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5036544,1,1,0,0,0,0,0,0,2,26,180000,35.15746388,2.650293983,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5036546,1,1,0,0,0,0,0,0,1,32,202500,48.18168751,27.233961,State servant,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5036547,0,0,0,0,0,0,1,0,2,40,94500,61.56183905,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036550,1,1,0,0,0,0,0,2,4,24,270000,40.93170975,2.568156773,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5036551,0,0,0,0,0,0,1,0,1,18,135000,59.87802624,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5036552,0,0,0,1,0,0,0,0,1,48,90000,29.95270266,1.401808388,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5036553,0,0,0,1,1,0,0,0,1,13,202500,28.85753985,8.898197773,Working,Secondary / secondary special,Single / not married,Office apartment,Other,0
5036556,0,0,0,0,0,0,1,0,2,53,67500,51.95999918,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5036557,0,0,0,1,1,0,0,1,3,1,72000,40.5593544,9.150085217,State servant,Secondary / secondary special,Married,House / apartment,Managers,0
5036558,0,0,0,0,0,0,0,1,3,6,157500,26.08951587,2.7351691,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036560,1,1,0,0,1,0,1,1,3,7,126000,43.19322094,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036562,0,0,0,1,0,0,0,1,3,50,112500,32.72620245,13.98249108,Working,Secondary / secondary special,Married,House / apartment,Other,0
5036564,1,0,0,0,1,0,1,0,2,5,135000,56.65277179,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036567,0,0,0,0,1,0,0,0,2,16,315000,37.82966112,6.06446402,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5036570,1,0,0,0,0,0,0,0,2,1,225000,41.54500092,4.150667023,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5036572,1,1,0,1,1,0,0,0,1,7,360000,46.79083075,3.983654695,Working,Higher education,Single / not married,House / apartment,Managers,0
5036573,0,0,0,0,1,0,0,0,2,43,225000,46.19944284,19.15165951,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
5036574,0,0,0,0,1,0,0,1,3,17,112500,28.80278171,1.483945598,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5036575,1,1,0,1,1,0,0,0,2,57,202500,47.56839634,9.568984989,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5036576,0,0,0,1,0,0,0,0,2,9,85500,48.33774821,14.73541551,Working,Secondary / secondary special,Married,House / apartment,Other,0
5036577,1,1,0,0,0,0,0,0,2,59,135000,28.66862427,4.484691677,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5036580,0,0,1,0,0,0,0,2,4,15,81000,29.97186801,7.132247753,Working,Higher education,Married,House / apartment,Core staff,0
5036581,1,0,1,0,0,0,0,0,2,13,90000,39.87761556,1.483945598,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5036582,0,0,1,0,0,0,0,0,2,2,157500,39.56275625,1.735833042,State servant,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5036583,1,1,0,1,0,0,0,0,2,48,225000,35.65302505,4.298514001,Working,Higher education,Married,House / apartment,Other,0
5036584,0,1,1,0,0,0,0,0,2,58,157500,44.00090351,6.130173789,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5036585,1,1,1,0,1,1,0,0,1,37,202500,36.80568389,6.899525658,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,0
5036586,1,0,0,0,0,0,0,0,1,8,166500,23.73217794,0.878868149,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5036587,1,0,1,0,1,0,0,1,3,44,135000,43.57105211,8.465608466,Working,Higher education,Married,House / apartment,Other,0
5036588,0,0,1,0,1,0,1,0,2,34,99000,66.54756771,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036592,0,0,0,0,0,0,0,0,1,17,135000,35.18210504,2.716003751,Working,Secondary / secondary special,Single / not married,With parents,Private service staff,0
5036593,1,1,1,0,0,0,0,2,4,47,90000,33.63518758,0.963743266,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5036594,0,0,1,0,1,1,0,1,2,30,270000,43.22881373,22.46452699,Working,Higher education,Separated,House / apartment,Medicine staff,0
5036595,0,0,1,0,0,0,0,0,2,26,157500,51.84500708,25.29826074,State servant,Secondary / secondary special,Married,House / apartment,Laborers,1
5036596,0,0,0,0,0,0,0,1,3,41,76500,29.66522242,3.718077715,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Sales staff,0
5036599,1,0,1,0,0,0,0,1,3,12,126000,39.21504206,1.878204207,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,0
5036600,0,0,1,0,1,0,1,0,2,31,382500,53.60274338,0,Pensioner,Higher education,Married,House / apartment,Other,0
5036603,0,0,0,0,0,0,0,1,3,47,148500,36.53736901,1.79332909,Working,Secondary / secondary special,Civil marriage,Rented apartment,Other,1
5036604,0,1,0,0,0,0,1,0,2,30,112500,62.28738441,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036606,0,1,1,0,0,0,0,2,4,22,180000,33.29568711,11.71824199,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036607,1,1,0,0,1,0,0,2,4,52,225000,41.29585139,8.046708694,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5036609,0,0,1,0,0,0,0,0,2,31,279000,45.25486492,10.46428058,Working,Secondary / secondary special,Married,Rented apartment,Sales staff,0
5036610,1,1,1,0,0,0,0,0,2,14,157500,30.36612661,2.316269328,Working,Higher education,Married,With parents,Accountants,0
5036611,0,1,0,0,0,0,0,0,2,50,135000,52.70744779,28.21413171,Working,Secondary / secondary special,Married,House / apartment,Other,0
5036613,0,0,1,0,0,0,0,2,4,8,81000,36.50451412,0.298431864,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036614,1,0,0,0,0,0,0,0,2,8,270000,33.47638897,8.131583811,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
5036615,0,0,1,0,0,0,0,1,3,7,135000,43.32464048,10.63129291,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5036619,1,0,1,1,1,0,0,0,2,29,180000,32.60299664,1.631792576,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036621,0,1,1,0,0,1,0,0,2,42,157500,47.72719495,21.04629116,State servant,Incomplete higher,Married,House / apartment,High skill tech staff,1
5036622,1,1,1,0,0,0,0,1,3,27,180000,37.19446669,2.045216534,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5036625,1,0,0,1,1,0,0,1,3,27,135000,41.0658672,0.878868149,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5036628,1,0,1,0,0,0,1,0,2,19,42300,61.87669836,0,Pensioner,Lower secondary,Married,House / apartment,Other,0
5036629,1,1,1,0,0,0,0,1,3,32,180000,41.41631929,15.81415087,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5036630,1,1,1,0,0,0,0,0,1,9,405000,32.63037571,0.793993032,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
5036631,0,0,1,0,0,0,0,1,2,26,121500,37.99393554,2.650293983,State servant,Higher education,Separated,House / apartment,Medicine staff,0
5036632,0,0,1,0,0,0,0,0,2,24,189000,47.89968309,6.65037612,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036633,1,1,1,1,0,0,0,0,2,16,184500,26.40985099,8.484773815,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5036634,0,0,1,0,0,0,1,0,1,17,135000,61.01151974,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5036637,0,0,1,1,1,0,0,0,1,55,166500,49.28506403,8.651786142,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5036639,0,0,1,0,1,0,0,0,2,46,126000,43.08644257,18.21255741,State servant,Higher education,Married,House / apartment,Other,0
5036643,0,1,0,0,0,0,0,0,2,46,135000,28.24698659,5.963161461,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1
5036645,1,1,0,0,0,0,0,0,2,45,202500,34.48667666,6.56823891,Working,Incomplete higher,Married,With parents,Drivers,0
5036647,0,0,0,0,0,0,0,0,2,59,202500,31.01501058,10.29726825,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,1
5036651,0,0,1,0,0,0,0,0,1,10,247500,60.68570881,6.483363793,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5036654,1,0,1,0,0,0,1,0,2,33,99000,58.49812111,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036655,0,0,1,1,1,0,0,0,2,57,90000,54.91420084,14.56840318,State servant,Higher education,Married,House / apartment,Other,1
5036657,0,0,1,0,0,0,0,1,3,10,81000,42.85098257,20.56989534,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5036662,0,0,0,0,0,0,0,0,1,7,74061,24.5398605,0.632456519,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5036665,0,0,1,0,0,0,1,0,2,10,148500,64.60912955,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036668,0,0,1,0,0,0,0,0,2,13,175950,56.02305318,5.15000308,Working,Secondary / secondary special,Married,House / apartment,Other,0
5036669,0,0,1,0,1,0,1,0,1,17,67500,56.1873276,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5036671,0,1,1,0,0,0,0,1,3,13,225000,29.265488,7.718159853,Commercial associate,Higher education,Civil marriage,House / apartment,Other,0
5036674,0,1,1,1,0,0,0,0,2,9,292500,34.17455526,5.297850059,State servant,Higher education,Married,With parents,Other,0
5036676,0,0,0,0,0,0,0,1,2,31,180000,34.31692643,3.233468175,Working,Higher education,Single / not married,House / apartment,Sales staff,0
5036677,0,0,1,0,0,0,0,0,2,51,121500,49.17280985,4.898115636,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5036680,1,1,1,0,0,0,1,0,2,22,85500,61.50981882,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036681,1,1,0,1,0,0,0,1,3,18,103500,24.28797306,3.879614229,State servant,Secondary / secondary special,Married,Office apartment,Core staff,0
5036682,0,0,1,0,0,0,1,0,2,7,90000,60.16003066,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5036683,1,0,0,1,1,0,0,1,3,22,225000,37.49289855,9.54981964,Commercial associate,Higher education,Married,With parents,Managers,0
5036684,1,1,1,0,0,0,0,0,2,49,270000,49.8983552,18.31659788,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5036685,0,0,1,0,0,0,0,1,2,20,130500,45.52591771,2.568156773,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,0
5036687,1,0,1,0,0,0,0,1,3,9,202500,30.40445731,8.213721021,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5036690,0,0,1,0,0,0,0,1,3,0,67500,36.17322738,2.431261422,Working,Higher education,Married,House / apartment,Sales staff,0
5036693,0,0,1,0,1,0,1,0,2,1,180000,61.86300882,0,Pensioner,Higher education,Married,House / apartment,Other,0
5036694,0,0,1,0,1,0,0,0,1,28,180000,50.4842673,30.59884871,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5036695,0,0,0,0,0,0,0,0,1,51,112500,27.14634797,0.684476752,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5036697,0,0,1,1,0,0,0,0,2,0,112500,46.82916145,25.51729331,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5036699,1,0,1,0,0,0,0,0,2,40,225000,56.48302155,0.599601635,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5036702,0,0,1,0,1,1,0,1,3,17,180000,42.83729303,16.6848053,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5036704,0,1,1,0,0,0,0,0,2,7,157500,32.13207663,0.599601635,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,0
5036707,1,1,1,0,0,0,0,0,2,31,180000,46.38562051,4.599683772,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5036710,1,0,1,0,0,0,0,0,2,22,270000,43.41499141,12.68472316,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5036712,1,1,0,0,0,0,0,0,2,51,360000,27.33252565,5.264995174,State servant,Higher education,Married,House / apartment,Other,0
5036715,1,0,1,0,0,0,0,1,3,3,225000,27.00945262,2.264249095,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
